study_region,population,genetic_region,gnomad_labeled_subpop,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20
AFR,ASW,AFR,asw,0.34153,-0.0058115,-0.0089925,0.020266,0.0062588,-0.018079,-0.018934,-0.0058416,-0.0092529,-0.0002395,-0.01089,0.0021786,0.0031807,0.0027295,0.0024511,-0.0028894,0.0024851,0.0046942,0.0012519,-0.0040256
AFR,ASW,AFR,asw,0.33719,-0.0025215,-0.01688,0.010598,0.0076162,-0.015967,-0.018522,-0.0040547,-0.013432,0.0039821,-0.010831,0.0058365,0.0023883,-0.0003863,-0.0017831,0.0020456,0.00048418,-0.0028885,0.0052874,0.015739
EUR,TSI,EUR,tsi,-0.11149,-0.2482,0.00065851,0.087288,-0.0055082,-0.0032628,0.041209,0.011013,0.0019332,0.0018553,-0.011809,0.0053125,-0.0036784,0.0072137,-0.0015279,0.0038577,0.0080393,-0.017209,0.002634,0.003454
EUR,TSI,EUR,tsi,-0.11318,-0.25061,-0.0033656,0.087954,-0.0012652,4.2967e-05,0.035544,0.0055655,0.00094963,0.0097526,-0.011889,0.0043856,0.0014788,5.1986e-05,-0.0016191,-0.0060238,-0.00059054,-0.017075,0.0010775,0.0099746
EUR,TSI,EUR,tsi,-0.1167,-0.24176,-0.0030294,0.083917,-0.0052586,-0.0013102,0.034395,0.0046333,0.0018945,0.01482,-0.0085687,0.0074161,-0.0015516,0.0031209,-0.0038951,-0.0014636,0.0056372,-0.012992,0.0025943,0.0020847
EUR,TSI,EUR,tsi,-0.10847,-0.25069,-0.0048543,0.09004,-0.0036131,-0.00016794,0.036674,0.0048842,-0.00024665,0.016535,-0.0077178,0.0051407,-0.0027054,0.0031338,-0.00012406,-0.0027783,0.0050764,-0.0122,0.0030314,0.0022737
EUR,TSI,EUR,tsi,-0.10922,-0.24814,0.0016871,0.083731,-0.0025832,0.0015781,0.028321,0.0028092,-0.0018056,0.0091499,-0.0039795,0.008619,-0.0028452,0.0015961,0.0023841,-0.0026585,0.0096682,-0.016957,0.0030744,0.0094058
EUR,TSI,EUR,tsi,-0.11127,-0.25075,-0.0038732,0.084424,-0.00073738,-0.00071299,0.038384,0.0033127,-0.0020083,0.0086169,-0.010782,0.0074913,-0.0011196,0.0046887,0.0055009,-0.0035511,0.0071885,-0.022834,-0.00072184,0.0022621
EUR,TSI,EUR,tsi,-0.11114,-0.24581,-0.0020137,0.085737,-0.0042719,0.00074074,0.040038,0.0046713,-0.00039368,0.014482,-0.0078621,0.00804,-0.0033202,0.0032829,-0.0036947,-0.0059812,0.0044047,-0.015632,-0.0030543,0.017302
EUR,TSI,EUR,tsi,-0.11151,-0.24404,-0.0027583,0.088532,-0.0060498,-0.00026708,0.031581,0.0035674,0.0035873,0.012761,-0.0087342,0.0057963,0.0011635,0.0031355,-0.0019514,-0.004541,-0.001495,-0.012368,-0.0015236,0.0067603
EUR,TSI,EUR,tsi,-0.11281,-0.2448,0.00045425,0.086426,-0.0030299,0.0030399,0.02822,0.0011158,0.0019506,0.0065905,-0.017982,0.0092703,-0.0050639,0.0011148,0.0024635,-0.004524,0.012726,-0.021791,-0.0024909,0.0082526
EUR,TSI,EUR,tsi,-0.11538,-0.2431,-0.0034768,0.09052,-0.0049407,-0.0032639,0.037996,0.005275,0.0022333,0.010309,-0.010286,0.0080691,-0.0024562,-0.0014919,0.00071017,0.0024361,0.0065541,-0.012352,-1.7135e-05,0.01013
EUR,TSI,EUR,tsi,-0.10964,-0.24411,-0.0059332,0.08779,-0.0017078,-0.00056497,0.037835,0.0071591,0.0015728,0.009899,-0.010059,0.0069453,-0.00089744,0.0028176,-0.0064167,-0.0063304,0.009116,-0.017482,0.00058868,0.0061014
EUR,TSI,EUR,tsi,-0.10882,-0.24665,-0.00011971,0.087146,-0.0031865,0.0015231,0.039175,0.0071171,0.002125,0.015169,-0.012378,0.0092897,-0.0016897,0.0024833,0.0012691,0.0007703,0.0041303,-0.022239,0.0077017,0.01063
EUR,TSI,EUR,tsi,-0.11502,-0.24916,-0.0035443,0.085865,-0.0018689,-0.003551,0.031027,0.0018748,0.0012087,0.013682,-0.0077775,0.0076395,0.0023643,0.0028232,-0.0033742,0.002569,0.0013362,-0.014128,0.00089195,0.0014244
EUR,TSI,EUR,tsi,-0.1135,-0.24686,0.00019717,0.086067,-0.007578,0.00058726,0.037494,0.0013492,0.0010802,0.007308,-0.015182,0.0077592,0.00044107,0.0042494,-0.00029014,-0.0057239,0.0097705,-0.012656,0.0061732,0.0033802
EUR,TSI,EUR,tsi,-0.11278,-0.24761,-0.002627,0.091247,-0.0058155,-2.3025e-05,0.033371,0.0063117,0.0014799,0.010295,-0.0075812,0.0037572,-0.0012106,0.0049462,0.0021778,-0.0031952,0.0077972,-0.018354,0.0096621,0.014706
EUR,TSI,EUR,tsi,-0.11407,-0.25037,-0.0066125,0.088214,-0.0051805,0.0036133,0.027364,0.0049772,-0.0039103,0.010785,-0.013022,0.010907,-0.0021993,0.00054578,-0.0033792,-0.0022269,0.009017,-0.0089806,0.00098651,0.0070255
EUR,TSI,EUR,tsi,-0.109,-0.24379,-0.0030314,0.086812,-0.0073675,-0.0027509,0.038467,0.0057714,-0.0022619,0.014807,-0.012851,0.0056507,-0.0026661,0.0024727,0.002222,-0.0039497,0.01331,-0.017963,0.00078737,0.015261
EUR,TSI,EUR,tsi,-0.11261,-0.24514,0.0014386,0.089121,-0.0048418,-0.0017033,0.030719,0.0023619,0.00068634,0.0045699,-0.013348,0.0065068,0.0040969,-0.00043638,-0.00031687,-0.0052291,0.0060285,-0.016183,0.0034241,0.00014639
EUR,TSI,EUR,tsi,-0.10939,-0.24814,0.0013931,0.087349,-0.008127,0.00035295,0.044011,0.0088503,-0.0012717,0.01307,-0.010786,0.009116,-0.0033311,0.003698,-0.001788,-0.00033459,0.0061432,-0.018018,9.1075e-05,0.0054979
EUR,TSI,EUR,tsi,-0.11381,-0.24701,-0.0026469,0.084392,-0.0067175,-0.0017929,0.037924,0.0026637,0.00099446,0.011299,-0.015924,0.0091203,0.0020706,0.0077274,-0.0030653,0.00040402,0.0054434,-0.018554,0.0058243,0.0066146
EUR,TSI,EUR,tsi,-0.11427,-0.24865,-0.0016793,0.094785,-0.0046835,0.00053059,0.024209,0.003382,-0.0010109,0.017507,-0.0081729,0.0079523,-0.00017085,-0.00074644,0.0020631,0.002616,0.0038559,-0.01329,-0.00011692,0.0073416
EUR,TSI,EUR,tsi,-0.11153,-0.2467,0.0012226,0.086612,-0.0077533,6.4409e-05,0.034464,0.0018694,0.0030407,0.0073982,-0.010115,0.0091568,-0.0026436,0.002546,0.0041061,-0.00095348,0.013217,-0.01607,0.0058383,0.012205
EUR,TSI,EUR,tsi,-0.11325,-0.24799,-0.005985,0.092783,-0.0068534,0.0022956,0.031923,0.0065976,0.00096805,0.012838,-0.0068301,0.0069677,0.0010215,0.0036701,0.00063356,-0.0042765,-0.0028776,-0.01335,-0.0023631,0.0062377
EUR,TSI,EUR,tsi,-0.11036,-0.24537,-0.0001106,0.087612,-0.0040911,0.0010131,0.035621,0.0038743,-0.0034725,0.00048788,-0.0092936,0.0052654,-0.00045306,0.0058464,0.00028476,-0.0026425,0.013094,-0.014129,0.0014663,0.0087334
EUR,TSI,EUR,tsi,-0.10948,-0.24635,-0.0037735,0.088671,-0.0039502,0.0032735,0.040839,0.0066196,-0.0024239,0.017352,-0.012234,0.004728,0.00051054,0.0055866,0.0010482,-0.0028814,0.00786,-0.013676,0.00033235,0.0030247
EUR,TSI,EUR,tsi,-0.10672,-0.24937,-0.0026688,0.08813,-0.0041606,0.0019339,0.037956,0.0053847,0.0016008,0.012717,-0.011132,0.0066933,0.0040064,0.0053518,0.0017327,-0.0037797,0.0076522,-0.021209,-0.0016371,0.0052417
EUR,TSI,EUR,tsi,-0.11113,-0.24357,-0.0016774,0.088411,-0.0035756,0.0017519,0.036788,0.0077519,-0.0020595,0.0071116,-0.011837,0.0045785,-0.0010711,0.0033649,0.00098118,-0.0062027,0.0040526,-0.017132,-0.00039009,0.0093708
EUR,TSI,EUR,tsi,-0.11023,-0.24626,-0.0039653,0.085226,-0.0049269,0.0022036,0.033987,0.007681,0.0017073,0.00412,-0.012199,0.010026,-0.0013089,0.0017946,-0.002204,-0.00046033,0.0079545,-0.01193,0.0058786,0.0049687
EUR,TSI,EUR,tsi,-0.11109,-0.25111,-0.0021544,0.090861,-0.0057996,-0.0026446,0.031197,0.0046523,0.00093444,0.010847,-0.010563,0.0076595,0.00010328,0.0033214,-0.0020439,-0.00054511,0.0054422,-0.014979,-0.0004048,0.0042113
EUR,TSI,EUR,tsi,-0.11712,-0.2499,-0.0034358,0.093206,-0.0018403,0.0010267,0.031211,0.0033532,0.0021166,0.0090017,-0.010737,0.0061994,0.00064802,0.0058809,-8.4042e-06,-0.0067632,0.0047037,-0.016448,-0.0020349,0.0033172
EUR,TSI,EUR,tsi,-0.10858,-0.24671,-0.0058384,0.088669,-0.0078144,-0.0014543,0.037663,0.0078264,0.0056502,0.013218,-0.013506,0.0056555,-0.0033724,-0.0040053,0.005587,-0.0018323,0.0049862,-0.017677,0.0019703,0.0051668
EUR,TSI,EUR,tsi,-0.11026,-0.24871,0.00045482,0.086663,-0.0011113,-0.00057991,0.033611,0.0038865,0.0010549,0.0069147,-0.0097905,0.00097801,0.001057,0.00035743,-0.0010583,-0.0015517,0.0048583,-0.014606,0.0029468,0.012904
EUR,TSI,EUR,tsi,-0.11474,-0.24788,-0.0022072,0.085816,-0.006817,0.0030856,0.029996,0.0034881,0.0044507,0.0092782,-0.012458,0.011742,0.00094303,-0.00025663,0.0018609,-0.0042258,0.010436,-0.016612,0.0026259,0.0063503
EUR,TSI,EUR,tsi,-0.11279,-0.25152,-0.004814,0.092959,-0.0028634,-0.0034005,0.035254,0.0026048,0.0007158,0.0139,-0.0075739,0.0046199,0.0065784,0.0015631,1.9601e-05,-0.0094074,0.008512,-0.016284,0.0033128,-0.003441
EUR,TSI,EUR,tsi,-0.11232,-0.24802,-0.0041644,0.090157,0.0022351,0.0045082,0.031511,0.001661,0.00031386,0.013785,-0.011559,0.011173,0.0010945,-0.0040768,0.0032535,0.00077642,0.0021906,-0.020726,0.0047543,0.0063194
EUR,TSI,EUR,tsi,-0.11157,-0.24681,0.00035334,0.085408,-0.0026532,-0.0017347,0.030757,0.0012654,0.0020036,0.011504,-0.011608,0.0078093,-0.0047465,0.0051131,0.0039902,-0.00070339,0.0019109,-0.017809,0.0044379,0.011881
EUR,TSI,EUR,tsi,-0.10979,-0.2465,0.0028317,0.08728,-0.00062161,-0.0012987,0.042105,0.0065469,-0.00039667,0.0044399,-0.0077981,-0.0037773,0.0019132,0.0015401,0.00079407,-0.0040054,0.010643,-0.013984,0.0037239,0.0091295
EUR,TSI,EUR,tsi,-0.11273,-0.24946,-0.0056625,0.089504,-0.0061118,0.0023669,0.032375,0.0074602,0.00062793,0.0081519,-0.013107,0.0095623,-0.004406,0.0026943,-0.00096726,-0.0027906,0.005913,-0.016482,-0.0076453,0.0038705
EUR,TSI,EUR,tsi,-0.11014,-0.24377,-0.0042977,0.089459,-0.013242,-0.00059246,0.036687,0.0016458,0.0021249,0.0060278,-0.011205,0.0086456,-0.004164,0.0013622,-0.0014244,-0.0029594,0.00391,-0.019443,0.0047975,0.0046096
EUR,TSI,EUR,tsi,-0.11238,-0.24661,-0.002843,0.0891,-0.008031,-0.001311,0.034962,0.0031267,-0.0048831,0.0069622,-0.0088949,0.003725,0.0017442,0.0036233,-2.275e-06,-0.0011488,0.0041482,-0.0068259,0.0020663,0.010549
EUR,TSI,EUR,tsi,-0.11199,-0.24929,-0.004308,0.091722,-0.0029006,0.0031938,0.037308,0.0049699,0.00063187,0.0068547,-0.010013,0.010442,-0.0029787,0.0064914,0.0011357,0.00066494,0.0039899,-0.017755,-0.0031278,-0.0013892
EUR,TSI,EUR,tsi,-0.11305,-0.24753,-0.0026644,0.09043,-0.00051121,-0.0035564,0.0243,0.0031228,0.001818,0.011365,-0.0081132,0.0066725,-0.0025154,0.0071187,-0.0037028,-0.0007211,0.011743,-0.01055,-0.00047835,0.001672
EUR,TSI,EUR,tsi,-0.1117,-0.24229,-0.0030201,0.089355,-0.0084848,-0.0027999,0.037414,0.004687,-0.0015712,0.0068053,-0.0096048,0.0098281,-0.0038496,-0.00032355,-0.00089174,0.00015931,0.0098922,-0.015481,0.0052439,0.0011509
EUR,TSI,EUR,tsi,-0.10739,-0.24755,-0.0016724,0.087205,-0.0014673,0.0040906,0.042034,0.0042829,0.0026273,0.014871,-0.010078,0.014152,-7.963e-05,0.0062909,-0.0013111,-0.0026,0.0038703,-0.019441,0.0017913,0.0067574
EUR,TSI,EUR,tsi,-0.11204,-0.24937,-0.00074281,0.086266,-0.0049038,0.0001783,0.037101,0.0064619,0.00065076,0.012699,-0.012147,0.01235,-0.0011517,0.0050337,-0.0047634,0.0052311,0.0084962,-0.020056,0.0014187,0.0096598
EUR,TSI,EUR,tsi,-0.11474,-0.2457,-0.0018799,0.091861,-0.003135,0.00038043,0.042992,0.0076529,0.0014492,0.0098361,-0.0079212,0.0031979,0.0032803,0.0048179,-0.00014358,-0.0052177,0.0072755,-0.016244,-0.0021021,0.0072479
EUR,TSI,EUR,tsi,-0.11483,-0.24327,-0.0060553,0.086759,-0.0069512,-0.0019463,0.034887,0.0047265,0.00069794,0.007709,-0.014739,0.012097,-0.0052689,0.0072973,0.00073421,0.0010075,0.0027273,-0.018425,-0.001522,0.0086395
EUR,TSI,EUR,tsi,-0.10995,-0.25093,0.0003238,0.083137,-0.0054902,4.3715e-05,0.039353,0.0062141,-0.0022353,0.012836,-0.014547,0.0025088,0.0011311,0.0019288,-0.0013557,-0.0084787,0.0080164,-0.019108,0.0020269,0.011062
EUR,TSI,EUR,tsi,-0.10994,-0.24625,-0.0029148,0.085667,-0.0048052,-0.00041085,0.029809,0.0035541,4.1531e-05,0.0061123,-0.0095835,0.0055259,0.0015957,0.0051568,-0.0038993,-0.0066365,0.00031491,-0.01186,0.00078129,0.005923
EUR,TSI,EUR,tsi,-0.11224,-0.24306,-0.0018689,0.086197,-0.0037684,0.0026854,0.032975,0.013742,0.0016594,0.0087159,-0.0089397,0.0049987,0.0043056,0.0031565,0.00092039,-0.0041969,0.010226,-0.014788,0.0026479,0.0076215
EUR,TSI,EUR,tsi,-0.11094,-0.24836,0.0020266,0.085432,-0.0038685,4.2575e-05,0.031525,0.0069699,0.0020407,0.0061298,-0.010898,-0.0035636,-0.00032659,0.0055934,-0.00055262,-0.0021807,0.0072005,-0.01819,0.0064492,0.0018236
EUR,TSI,EUR,tsi,-0.11092,-0.24837,-0.00073651,0.085823,-0.006255,0.0011406,0.031265,0.0039623,0.00097052,0.010501,-0.010129,0.0047998,-0.0010515,0.0031985,-0.0010514,-6.0333e-05,0.0057528,-0.016932,0.0077121,0.0049861
EUR,TSI,EUR,tsi,-0.11234,-0.24682,-0.0015375,0.08828,-0.0046515,0.004839,0.028566,0.0033062,-0.00019446,0.0079458,-0.012155,0.0038406,0.002673,0.0071849,0.00071062,-0.0030932,0.0052615,-0.01534,0.0025887,0.0035001
EUR,TSI,EUR,tsi,-0.11327,-0.24724,0.00090768,0.089901,-0.0068807,0.00094033,0.032921,0.0046395,0.004304,0.012078,-0.013736,0.0060666,-0.001158,0.0013345,-0.0010827,-0.0019615,0.0061099,-0.017866,0.0023528,0.0085933
EUR,TSI,EUR,tsi,-0.11255,-0.25016,-0.0022212,0.088467,-0.0071263,0.0019558,0.035767,0.0024149,0.0024148,0.013352,-0.009815,0.0077956,-0.0014882,0.0053738,0.0034107,0.0070358,0.0085881,-0.015515,0.0006584,0.0048775
EUR,TSI,EUR,tsi,-0.1172,-0.24475,-0.00080858,0.088723,-0.0059266,0.00077838,0.033061,0.0054507,0.0057331,0.013983,-0.0050094,0.00033236,0.0028789,0.0035319,-0.0022406,-0.0038746,0.0043469,-0.016256,-0.00094393,0.0082584
EUR,TSI,EUR,tsi,-0.10949,-0.24424,-0.0037125,0.090498,-0.0066448,-0.0005803,0.029204,0.0039093,0.0019964,0.011129,-0.010445,0.0036845,0.0019172,0.010783,0.0015428,-0.0019354,0.0052755,-0.014025,0.0035966,0.0019881
EUR,TSI,EUR,tsi,-0.10957,-0.24851,0.0010415,0.0936,-0.0075653,-0.0016104,0.034217,0.0079484,0.0035524,0.0095319,-0.014416,0.0074123,0.00073392,0.00068464,0.00098095,0.0009491,0.002241,-0.021026,0.001286,0.010848
EUR,TSI,EUR,tsi,-0.11227,-0.246,-0.0030182,0.082318,-0.0056246,-0.00041976,0.031782,0.0054647,0.0017588,0.011605,-0.011611,0.002548,-0.0011737,0.0033402,-0.0018298,-0.0034069,0.0066838,-0.013479,0.0019698,0.005978
EUR,TSI,EUR,tsi,-0.11165,-0.24393,-8.8746e-06,0.085128,-0.0049977,-0.0043276,0.028435,-0.0013086,-0.00029388,0.0094716,-0.0080915,0.0048213,0.0016711,0.0064171,-0.0012366,-0.0001912,0.0082925,-0.0088836,-0.0010458,0.0031958
EUR,TSI,EUR,tsi,-0.11349,-0.24716,-0.0013754,0.083797,-0.0069043,9.365e-05,0.02634,0.0042962,0.0014476,0.0071749,-0.0098564,0.007844,0.0015617,0.0048717,0.0035981,-0.0045893,0.0039189,-0.01767,0.0024395,0.01143
EUR,TSI,EUR,tsi,-0.11235,-0.24852,-0.00096169,0.088857,-0.0071788,-0.0009185,0.038623,0.0034102,0.0031689,0.0024771,-0.0084701,0.0017005,-0.0026153,0.003162,0.0016808,-0.0083318,0.0028615,-0.014419,-0.0019851,-0.00012783
EUR,TSI,EUR,tsi,-0.10859,-0.2448,-0.00069325,0.082516,-0.0043406,0.0018444,0.031027,-0.00015542,0.0024379,0.0054425,-0.012576,0.016483,-0.0060428,-0.00036526,-0.0041605,0.00099383,0.0084498,-0.022977,0.0027705,0.0028907
EUR,TSI,EUR,tsi,-0.11092,-0.24962,-0.00011019,0.089624,-0.0029698,-0.0013831,0.033377,0.0042847,0.00044594,0.014923,-0.0096251,0.0090688,0.0025952,0.0017445,-5.9372e-05,-0.0031213,0.0069589,-0.018275,0.0043149,0.0075714
EUR,TSI,EUR,tsi,-0.11418,-0.24668,-0.0041077,0.086428,0.0014449,-0.00084739,0.038449,0.0087969,0.0016224,0.010973,-0.011669,-0.00015389,0.0010578,0.0074127,0.00058545,7.8207e-06,0.0040194,-0.017051,0.0043064,0.007772
EUR,TSI,EUR,tsi,-0.11482,-0.24543,0.0017834,0.08395,-0.003446,-0.0002445,0.032865,0.003566,0.0011469,0.0042826,-0.010162,0.0053599,2.2052e-06,0.0088598,-0.00029746,-0.00031874,0.0051699,-0.015773,0.0033866,0.0054933
EUR,TSI,EUR,tsi,-0.11126,-0.2462,-0.002119,0.08638,-0.0045897,0.0017515,0.032667,0.003582,0.005215,0.013062,-0.0065764,0.0089506,-0.0032156,-0.0014392,9.4149e-05,-0.0041455,0.00076209,-0.013217,0.0057936,0.0027118
EUR,TSI,EUR,tsi,-0.11475,-0.24571,-0.0013836,0.085496,-0.0059892,-0.00041932,0.032381,0.0057676,0.0011994,0.009737,-0.010376,0.0061768,0.0013004,0.0011152,0.00020644,0.0011781,0.0076659,-0.012837,-4.1524e-05,0.0082603
EUR,TSI,EUR,tsi,-0.11083,-0.24587,-0.0037082,0.086795,-0.0063862,-0.0040692,0.031354,0.00785,0.00034099,0.0064407,-0.013207,0.0070945,0.00018972,0.0036036,0.00042476,-0.0043498,0.0095585,-0.012945,0.0034936,0.0076948
EUR,TSI,EUR,tsi,-0.10933,-0.24797,-4.678e-05,0.089987,-0.0067414,0.00026219,0.036033,0.0052788,-0.00058667,0.011726,-0.0083611,0.0056738,-0.003541,0.0049771,-0.00030379,-0.0017096,0.0077379,-0.014404,0.0025209,0.00083398
EUR,TSI,EUR,tsi,-0.11281,-0.24548,-3.2714e-06,0.090129,-0.006068,-0.0012037,0.031833,0.0064495,0.0024571,0.0076848,-0.013441,0.0068294,-0.00074294,0.0044745,0.0028744,-0.0033315,0.0077733,-0.016164,-0.0012733,-0.0031276
EUR,TSI,EUR,tsi,-0.11171,-0.2445,-0.00011103,0.08703,-0.0035783,0.00058597,0.043186,0.0072585,0.0019921,0.0077187,-0.0091888,0.00618,-0.0031812,0.00038965,-0.0032645,-0.0030658,0.0037974,-0.0099392,0.005241,0.011243
EUR,TSI,EUR,tsi,-0.10783,-0.24737,0.0015022,0.086943,-0.0019523,-0.00039617,0.045286,0.0086327,-0.0037057,0.0081381,-0.0088808,0.0102,-0.0035493,0.0013793,-0.001342,0.0054051,-0.00018416,-0.017218,6.9212e-05,0.0061264
EUR,TSI,EUR,tsi,-0.10962,-0.25068,-0.0023687,0.09248,-0.0032607,-0.0012352,0.034723,0.0016933,-0.0001494,0.010361,-0.011514,0.011834,0.00062446,0.0031808,0.0022686,-0.00081132,0.010895,-0.0098871,0.0060119,0.0097287
EUR,TSI,EUR,tsi,-0.11469,-0.24502,-0.004738,0.086565,-0.0080669,0.0007022,0.031076,0.0035611,0.0014874,0.015011,-0.010302,0.0040694,6.6996e-05,-0.002023,0.0039948,-0.007332,0.012133,-0.020661,0.0037669,0.0080139
EUR,TSI,EUR,tsi,-0.10848,-0.24851,-0.0036676,0.086822,-0.0063691,-0.00093829,0.039467,0.0054429,0.0002982,0.0045761,-0.013018,0.0094827,-0.0025898,0.0013479,-0.008956,0.0030624,0.0092875,-0.014069,0.0068871,0.0046093
EUR,TSI,EUR,tsi,-0.1125,-0.24885,-0.0020909,0.085133,-0.00040459,-0.0004816,0.034645,0.0018198,0.00030455,0.010576,-0.010219,0.0029445,-0.0019576,-0.0022863,0.0025354,-0.0034041,0.0065143,-0.021612,0.0033148,0.0036377
EUR,TSI,EUR,tsi,-0.10953,-0.24605,0.0029613,0.085374,-0.0033456,-0.0016485,0.034815,0.0083136,-0.00054901,0.00028974,-0.0046711,0.0067939,0.0030242,0.0049134,0.0020448,0.0031413,0.0045075,-0.0094715,0.00364,0.0041641
EUR,TSI,EUR,tsi,-0.11341,-0.24801,-0.0031359,0.089875,-0.0049069,-0.0012783,0.038457,0.0045113,0.0010935,0.01486,-0.016127,0.0051001,0.002221,0.0035474,-0.006512,-0.010508,0.012058,-0.016383,0.0055892,0.0048749
EUR,TSI,EUR,tsi,-0.11413,-0.24819,-0.0023017,0.093162,-0.0039562,-0.00087592,0.043086,0.0055864,0.0052052,0.014192,-0.01021,0.0053011,0.0013378,0.0015221,0.0018625,-0.00013818,0.011196,-0.016937,-0.0021993,0.0033289
EUR,TSI,EUR,tsi,-0.11437,-0.24878,0.00054251,0.086915,-0.0024258,0.0028353,0.037284,-0.0037027,0.0027749,0.012697,-0.017449,0.0089171,-0.00059253,0.0065691,0.0047394,0.0032526,0.0071828,-0.012875,0.00095701,0.0011351
EUR,TSI,EUR,tsi,-0.1119,-0.25043,-0.0057298,0.087474,-0.0031445,0.0010073,0.030866,0.0065278,-0.0020717,0.0050521,-0.0075182,0.0020092,0.002448,0.0033161,-0.001922,-0.003409,0.0096467,-0.011313,0.002935,-0.004523
EUR,TSI,EUR,tsi,-0.10919,-0.24634,0.0031147,0.092795,-0.0027079,-0.0017395,0.049047,0.0071464,0.0051856,0.017392,-0.012638,0.0063002,-0.0036875,0.0024066,-0.00072644,0.00022516,0.002775,-0.011897,0.002917,0.010375
EUR,TSI,EUR,tsi,-0.11067,-0.25113,-0.0019244,0.085865,-0.0009143,0.0018418,0.03177,0.0022036,0.0010694,0.011809,-0.010658,0.0063727,0.0035811,0.0013803,-0.0042779,-0.0035708,0.011534,-0.017582,0.0016157,0.0013296
EUR,TSI,EUR,tsi,-0.11014,-0.24535,1.1058e-05,0.08984,-0.0058761,0.0019163,0.036659,0.0065869,0.0055843,0.010247,-0.013629,0.015065,0.00017379,0.00083709,-0.0024024,-0.00011445,0.0051477,-0.013536,-0.0038123,0.0003346
EUR,TSI,EUR,tsi,-0.10698,-0.25103,-0.0046093,0.094636,-0.0078344,-4.9226e-05,0.034147,0.0057893,0.001352,0.011731,-0.014975,-0.0018172,-0.0049428,0.00069295,-0.0050015,-0.0012891,0.006189,-0.012499,0.0033275,0.0085904
EUR,TSI,EUR,tsi,-0.10955,-0.24708,-0.0026178,0.090127,-0.009196,-0.0020534,0.04085,0.0086938,0.0012795,0.014124,-0.014096,0.0070282,-0.0014301,0.001519,-0.00088967,-0.0013676,0.0055066,-0.015165,-0.00052842,0.011969
EUR,TSI,EUR,tsi,-0.11291,-0.24734,-0.0025623,0.087416,-0.0015522,5.2261e-05,0.031627,0.0051839,0.0023996,0.009773,-0.0086103,0.0072827,0.0016439,0.00037066,0.0010247,-0.0016208,0.0064588,-0.017924,-0.0035011,-0.0056806
EUR,TSI,EUR,tsi,-0.11097,-0.24502,-0.0011787,0.087019,-0.0062381,-0.0015857,0.036107,0.0070488,0.0011996,0.0096309,-0.0083029,0.0084221,0.00083097,0.0013399,0.0033672,0.00084251,0.010449,-0.018596,0.0013598,0.0076223
EUR,TSI,EUR,tsi,-0.10776,-0.25176,0.0010881,0.09115,-0.005139,0.0012288,0.03828,0.0025173,0.0049728,0.010682,-0.0087266,0.006501,0.0026418,0.0057742,0.002295,-0.0071522,0.0012474,-0.0084649,0.0022019,-0.00068192
EUR,TSI,EUR,tsi,-0.11235,-0.24803,-0.0038921,0.08631,-0.0047892,0.0014899,0.043348,0.0046683,0.00089958,0.011673,-0.012486,0.0065497,-0.0028869,0.0098684,0.0044828,-0.0053748,0.0088502,-0.018904,-0.0013863,0.0043302
EUR,TSI,EUR,tsi,-0.10792,-0.24817,-0.0067459,0.08623,-0.0080259,-0.00018654,0.033084,0.0008737,-0.00062705,0.0055989,-0.010311,0.0093208,0.0021322,-0.00012039,-0.0016211,0.00047811,0.0023729,-0.0063778,0.0045405,0.0075887
EUR,TSI,EUR,tsi,-0.11435,-0.2456,-0.0045791,0.085401,-0.0033699,-0.00061658,0.030696,0.008512,0.0030728,0.0071482,-0.014013,0.016964,-0.0040878,0.0041191,-0.0023974,-0.0036107,0.01324,-0.018871,0.0039166,0.0094584
EUR,TSI,EUR,tsi,-0.11319,-0.24596,-0.00079216,0.082999,-0.005666,0.0039631,0.032628,0.0017291,-0.0012075,0.012094,-0.0090094,0.0014749,0.00037376,0.0036511,-0.0019351,0.0016043,0.0056763,-0.013337,0.0028091,-0.0076724
EUR,TSI,EUR,tsi,-0.11108,-0.24872,-0.0043799,0.08679,-0.0017074,0.004772,0.036093,0.0040925,-0.0027959,0.009376,-0.012323,0.0077682,-0.0032023,0.0045923,-0.00013487,-0.0050823,0.0023813,-0.013498,0.00016002,0.010728
EUR,TSI,EUR,tsi,-0.10846,-0.25022,-0.0060543,0.092126,-0.0078516,0.0019009,0.036796,-0.00032669,-0.00042061,0.011956,-0.012868,0.0067337,-0.00047324,0.00013622,0.00057395,-0.0049804,0.0069336,-0.0119,-0.00054496,0.006483
EUR,TSI,EUR,tsi,-0.11433,-0.24593,-0.00044104,0.08558,-0.0055814,0.00034392,0.038793,0.0049486,0.00013298,0.0037551,-0.0079449,0.0017722,-0.0020321,-0.0018812,0.0018564,0.0012858,0.0080593,-0.019186,0.0062686,0.011888
EUR,TSI,EUR,tsi,-0.11239,-0.23872,-0.00084754,0.084109,-0.0017644,-0.00024604,0.027951,0.0044793,-3.5576e-05,0.0066024,-0.0059133,0.0016079,0.003412,0.0046574,0.0028428,3.7119e-05,0.0049285,-0.0052691,0.0086181,-0.0014887
