study_region,population,genetic_region,gnomad_labeled_subpop,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20
EUR,IBS,EUR,ibs,-0.10341,-0.24173,-0.0084025,0.091537,-0.00564,0.0014902,0.0048434,-0.007374,0.0035144,0.024123,-0.0084364,0.010704,-0.0061013,-0.00044948,0.0049064,0.0096092,0.0053718,-0.01821,0.0064096,0.0020352
EUR,IBS,EUR,ibs,-0.10068,-0.24361,-0.012821,0.096294,-0.0096479,-0.003766,0.012653,-0.0092757,0.0052062,0.027562,-0.011325,0.018692,-0.0071615,0.0034818,0.0030879,0.010115,0.001654,-0.0029675,0.0028339,0.0044347
EUR,IBS,EUR,ibs,-0.10389,-0.24458,-0.0098501,0.099275,-0.010016,-0.00039624,0.0073885,-0.0086948,0.0089214,0.032235,-0.0055811,0.020447,-0.0068409,-0.00065024,-0.0022568,0.011351,0.0059617,-0.0048452,-0.0020135,0.0099988
EUR,IBS,EUR,ibs,-0.10157,-0.24385,-0.0098632,0.097097,-0.0080338,-0.0029018,0.0088844,-0.0096776,0.0049202,0.028867,-0.0078013,0.021889,-0.0073809,0.00072121,0.0019329,0.0079763,0.0045365,-0.003166,0.0012377,0.010216
EUR,IBS,EUR,ibs,-0.11115,-0.24801,-0.014464,0.10182,-0.013558,0.00034974,0.0052171,-0.0056377,0.0072318,0.033149,-0.012822,0.029925,-0.0026392,0.0048247,-0.0025607,0.011153,0.0091394,-0.015298,-0.0023621,0.013118
EUR,IBS,EUR,ibs,-0.10852,-0.24816,-0.013293,0.095061,-0.0068406,0.00092948,0.0062583,-0.0059421,0.00075513,0.036253,-0.01405,0.023823,-0.0032526,0.0070736,0.0042152,0.0014776,0.0015868,-0.016374,0.0030718,0.0087971
EUR,IBS,EUR,ibs,-0.11103,-0.24964,-0.014836,0.1032,-0.010172,-9.8227e-05,0.0083531,-0.0052816,0.0061059,0.038529,-0.014878,0.026789,-0.0020377,0.00297,0.0037707,0.006228,0.0062207,-0.019477,-0.0013353,0.012075
EUR,IBS,EUR,ibs,-0.10013,-0.23905,-0.0080993,0.094754,-0.0057527,-0.0029364,0.014343,-0.005522,0.0092755,0.030054,-0.0095678,0.018384,-0.0067811,0.00098305,0.0010108,0.01041,0.0074749,-0.0091507,-0.0060289,0.0012258
EUR,IBS,EUR,ibs,-0.10532,-0.24096,-0.0091908,0.099349,-0.0078337,-0.0026197,0.014658,-0.0069241,0.0073975,0.032363,-0.012008,0.021823,-0.0050071,-7.2613e-05,-0.0016333,0.0046125,0.010338,-0.011239,-0.0072878,0.0041513
EUR,IBS,EUR,ibs,-0.10168,-0.24066,-0.007127,0.096834,-0.0044153,-0.001517,0.01713,-0.0021506,0.0078985,0.024264,-0.010436,0.019623,-0.0042795,0.0030306,0.0028068,0.011609,0.0048705,-0.01147,-0.0020264,0.0034607
EUR,IBS,EUR,ibs,-0.10991,-0.24951,-0.013454,0.10245,-0.0085307,-0.00021767,0.0024379,-0.0082044,0.0044669,0.039732,-0.011281,0.024545,-0.0097091,0.002965,-0.0019159,0.014445,0.0038238,-0.0079812,0.0048745,0.0087288
EUR,IBS,EUR,ibs,-0.10991,-0.24789,-0.011598,0.097354,-0.013148,-0.0011854,-0.0051802,-0.011727,0.0061998,0.029473,-0.0082244,0.017349,-0.0013194,0.0034851,0.0030801,0.0057201,0.0064548,-0.010786,-0.00091761,0.0072943
EUR,IBS,EUR,ibs,-0.10931,-0.25077,-0.015186,0.10479,-0.010488,-0.0021706,-0.00062994,-0.0070182,0.0046572,0.034244,-0.00963,0.023226,-0.0051178,0.0040066,2.5544e-06,0.011574,0.0051555,-0.0098747,0.0017914,0.0089312
EUR,IBS,EUR,ibs,-0.1068,-0.25038,-0.014685,0.098647,-0.012231,4.621e-06,0.0020816,-0.0070463,0.0089218,0.040547,-0.010088,0.022127,-0.0057924,-0.00024366,-0.0010925,0.010042,0.0064384,-0.012963,-0.00023074,0.0092407
EUR,IBS,EUR,ibs,-0.10353,-0.24406,-0.011993,0.09485,-0.012656,-0.0014175,0.013099,-0.0030417,0.0045684,0.031808,-0.010779,0.02102,-0.0075255,8.1382e-05,0.0021545,0.013026,0.005242,-0.0145,0.0033919,-0.00080292
EUR,IBS,EUR,ibs,-0.10133,-0.25007,-0.013281,0.09924,-0.0078367,-0.0037783,0.01601,-0.0067402,0.0013622,0.030444,-0.0058549,0.016786,-0.0020819,-0.00095124,-0.0018012,0.012174,0.010992,-0.0093654,-0.0021127,0.006178
EUR,IBS,EUR,ibs,-0.10259,-0.23965,-0.013205,0.099673,-0.0064041,0.0021876,0.0099087,-0.0037987,0.0044952,0.033058,-0.010072,0.019197,-0.0068898,0.00038058,0.00441,0.0077755,0.0082216,-0.0086861,0.0015591,0.0034804
EUR,IBS,EUR,ibs,-0.10731,-0.24647,-0.018599,0.097782,-0.0093922,-0.0023243,0.0035016,-0.0085783,0.0045802,0.031527,-0.010801,0.025497,-0.0036273,0.0053968,0.001586,0.010082,0.011811,-0.017622,-0.0054331,0.0068226
EUR,IBS,EUR,ibs,-0.11584,-0.25033,-0.01435,0.098628,-0.0049679,-0.0025816,0.00045162,-0.0072595,0.0055356,0.035675,-0.011409,0.028668,-0.0020563,0.0078724,0.0038694,0.0073569,0.010228,-0.017668,-0.00089028,0.0077717
EUR,IBS,EUR,ibs,-0.10857,-0.24861,-0.017726,0.10235,-0.0055446,-0.0041458,0.0037525,-0.0091959,0.0051918,0.033833,-0.0090554,0.027543,-0.0042056,0.0057301,0.0012499,0.0070843,0.012597,-0.017923,-0.0044281,0.0035514
EUR,IBS,EUR,ibs,-0.11048,-0.24863,-0.014039,0.10037,-0.010089,0.0013953,0.0034439,-0.0075981,0.0065431,0.037955,-0.013227,0.023804,-0.0047637,0.0058076,0.00066629,0.0098979,0.0047365,-0.018733,0.00057965,0.0029918
EUR,IBS,EUR,ibs,-0.11028,-0.24637,-0.012426,0.10146,-0.0079241,0.0002086,0.0019041,-0.0082798,0.0044825,0.036154,-0.011951,0.024722,-0.0024162,0.0028975,0.00066371,0.010107,0.00069045,-0.01751,0.0071784,0.0047829
EUR,IBS,EUR,ibs,-0.11221,-0.25249,-0.015735,0.099714,-0.0069778,-0.0011018,0.0016245,-0.0073237,0.0036956,0.029773,-0.010821,0.022114,-0.0020221,0.0015649,0.00028687,0.012298,0.0029904,-0.010736,0.0054053,0.0047019
EUR,IBS,EUR,ibs,-0.11736,-0.24807,-0.01413,0.09707,-0.013831,0.001276,-0.0050952,-0.0075779,0.0057149,0.035301,-0.01296,0.02697,-0.0050952,0.0050919,-0.00021773,0.012661,0.0038181,-0.021074,-0.0022391,0.014698
EUR,IBS,EUR,ibs,-0.11458,-0.24702,-0.012802,0.10336,-0.0083969,-0.0027362,-0.00018131,-0.0073047,0.0038211,0.036025,-0.012284,0.022376,-0.0030938,0.0037978,-0.00027587,0.0036617,0.0032292,-0.018254,0.0077174,0.0014226
EUR,IBS,EUR,ibs,-0.1161,-0.24993,-0.015011,0.10262,-0.012467,-0.0015903,0.00090197,-0.0058871,0.0046179,0.036836,-0.013892,0.028799,-0.0029269,0.0029476,0.00032372,0.0074353,0.004792,-0.017503,0.0049302,0.01012
EUR,IBS,EUR,ibs,-0.11366,-0.25208,-0.011228,0.10289,-0.0087462,-7.9449e-06,0.00059996,-0.010648,0.009296,0.032001,-0.0069708,0.015862,-0.001451,0.0058936,-0.00096479,0.0064634,0.0080219,-0.012966,-0.0017178,0.012174
EUR,IBS,EUR,ibs,-0.11299,-0.24994,-0.014063,0.10473,-0.010395,0.00080288,0.0019598,-0.0083699,0.0067911,0.032973,-0.0064932,0.017438,-0.0068765,0.00041785,-0.0026764,0.011134,0.0032584,-0.012729,0.00040972,0.005716
EUR,IBS,EUR,ibs,-0.11056,-0.24475,-0.012255,0.10105,-0.0087113,0.0016716,-6.1576e-05,-0.0051064,0.0058667,0.032174,-0.0081051,0.021396,-0.0097334,0.0022118,-0.00097683,0.010956,0.0060365,-0.015252,0.0021381,-0.0010958
EUR,IBS,EUR,ibs,-0.10414,-0.24387,-0.013231,0.098929,-0.010331,-0.0020997,0.014126,-0.005072,0.0038194,0.035458,-0.0096871,0.012552,-0.0069606,0.0075517,0.0020047,0.0088661,0.0011349,-0.01688,0.0020189,-0.0021726
EUR,IBS,EUR,ibs,-0.10218,-0.24421,-0.015054,0.097182,-0.0089548,-0.0031922,0.0087035,-0.0033654,0.0035166,0.035973,-0.0097688,0.012078,-0.0051707,0.0068476,0.0034403,0.0078086,0.0034251,-0.012038,-0.00289,-0.00080039
EUR,IBS,EUR,ibs,-0.10342,-0.24351,-0.012106,0.099454,-0.011122,-0.0024535,0.0081362,-0.0081665,0.0084991,0.035549,-0.0090208,0.017479,-0.0069189,0.0041253,-0.0016006,0.014104,0.00051776,-0.016536,0.0060712,-0.0042709
EUR,IBS,EUR,ibs,-0.11691,-0.25005,-0.014982,0.10171,-0.0059195,-0.0024612,-0.0087417,-0.0107,0.0053522,0.032651,-0.012527,0.015548,-0.0040116,0.0042519,2.6864e-05,0.010019,0.0054125,-0.012194,0.0017497,0.013003
EUR,IBS,EUR,ibs,-0.1135,-0.248,-0.01096,0.093482,-0.014279,0.0052865,-0.0041671,-0.0042652,0.0060837,0.032573,-0.010502,0.015716,-0.0048863,0.0036147,0.0054716,0.011038,0.010395,-0.013604,-0.001352,0.0068209
EUR,GBR,EUR,gbr,-0.12282,-0.24784,-0.019656,0.085807,-0.015335,0.00078342,-0.050459,-0.018108,-0.0005783,-0.0054233,0.0019724,0.01283,-0.0015108,0.010271,-0.0034455,-0.00052288,0.0072715,-0.012262,-0.0029741,0.0090544
EUR,GBR,EUR,gbr,-0.12371,-0.24767,-0.016965,0.086695,-0.0070605,0.0060246,-0.048769,-0.018887,0.0014709,0.0092994,0.0020779,0.0083068,-0.0038433,0.00092638,0.0011474,-0.010746,0.0038495,-0.0071645,-0.0034825,-0.003019
EUR,GBR,EUR,gbr,-0.1209,-0.2486,-0.016069,0.085172,-0.0066343,0.0013688,-0.05035,-0.015119,-0.0015909,-0.0042751,-0.0048287,0.0074855,-0.0029107,0.004746,-0.002171,-0.0094082,0.0039581,-0.0063192,0.0065879,0.00558
EAS,CDX,EAS,cdx,-0.19688,0.31389,0.044444,0.078759,0.0072967,-0.0012314,0.02818,-0.11462,-0.00093689,-0.017652,0.0092246,-0.010886,0.0037168,-0.0060309,0.0025225,0.0039664,0.0014896,0.0013584,-0.0073757,-0.00091065
EAS,CDX,EAS,cdx,-0.19276,0.29893,0.043179,0.067717,0.001825,-0.0013543,0.024782,-0.090202,-0.00014689,-0.00762,0.0062979,-0.0062768,0.0012834,-0.0034541,-0.001065,0.003439,-0.00059632,-0.00059405,-0.0020352,3.7352e-05
EAS,CDX,EAS,cdx,-0.19806,0.30635,0.043043,0.07273,0.0052803,-0.0018964,0.028688,-0.1103,-0.00014936,-0.015227,0.0043044,-0.0072949,-0.0018488,-0.0023302,0.00021014,0.0060462,-0.0010563,0.0047988,-0.0033436,-0.0029377
EAS,CDX,EAS,cdx,-0.19421,0.30787,0.041157,0.072429,0.0044021,-0.0012961,0.029851,-0.12009,-0.00049787,-0.018887,0.0095155,-0.012228,0.0049356,-0.003949,0.00023353,-0.0020203,-0.0015578,0.0010442,0.0020573,0.0005717
EAS,CDX,EAS,cdx,-0.19718,0.30875,0.026391,0.073983,0.01021,0.0013958,0.0098882,-0.028843,0.0022191,-0.0049711,-0.0041662,0.00070774,-0.0030275,0.0009124,1.1126e-05,0.0053731,0.0038777,-0.0035664,0.0011512,-0.0019955
EAS,CDX,EAS,cdx,-0.19729,0.30733,0.042318,0.072203,0.011383,-0.0023502,0.029844,-0.11529,-0.0018258,-0.014505,0.0064413,-0.0082318,0.0030696,0.0040995,-0.002713,0.00054327,-0.0069875,0.0063554,-0.00035326,-0.0018063
EAS,CDX,EAS,cdx,-0.19557,0.30715,0.039273,0.074388,0.0059156,-6.2946e-05,0.030865,-0.10959,-0.0028973,-0.014017,0.0053558,-0.0099518,0.0021665,0.002192,0.0062359,0.0071494,-0.0034832,0.0036776,-0.008363,0.00080572
EAS,CDX,EAS,cdx,-0.19212,0.3028,0.042223,0.072566,0.0036282,-0.0013166,0.030896,-0.11309,0.00060212,-0.017839,0.0038017,-0.0098159,-0.0010994,-0.0021541,0.00012801,0.0016315,-0.0040609,0.0035856,0.00055012,-0.0029507
EAS,CDX,EAS,cdx,-0.19231,0.31,0.038945,0.070789,0.00494,-0.0043952,0.023817,-0.10021,0.00027713,-0.012133,0.0058481,-0.014136,0.0010558,-0.0047185,-0.002405,0.0064004,-0.0014665,-0.0070414,0.0010401,-0.0012064
EAS,CDX,EAS,cdx,-0.19356,0.30456,0.040682,0.070083,0.0027163,-0.00060157,0.025701,-0.11084,-0.0023205,-0.016589,0.0063974,-0.0093899,0.0027465,-0.0066401,0.0022611,0.0035084,0.0030041,-0.0016925,0.001882,-0.0026957
EAS,CDX,EAS,cdx,-0.19383,0.31083,0.043479,0.077192,0.0034816,0.00078118,0.031022,-0.10693,0.0033693,-0.015149,0.0071509,-0.010619,0.0020454,-0.0053944,0.00018841,0.0088458,0.001923,-0.0031178,0.0038651,-0.0019747
EAS,CDX,EAS,cdx,-0.19221,0.30891,0.040969,0.080182,0.0077785,-0.0046622,0.031316,-0.1103,-0.0019647,-0.015129,0.0070106,-0.0057935,0.0032592,-0.0014327,-0.0028752,0.0082256,0.0016801,0.0015378,-0.003724,-0.0030297
EAS,CDX,EAS,cdx,-0.19742,0.30702,0.042235,0.074528,0.0048293,-0.0010353,0.031569,-0.11345,-0.0015208,-0.014127,0.0076213,-0.004779,0.0044087,-0.0058855,0.0022294,-0.0009415,-0.0015068,0.0075565,-0.00070223,-0.003678
EAS,CDX,EAS,cdx,-0.19474,0.30671,0.04166,0.075112,0.0087436,0.00053063,0.025339,-0.10295,-0.0038018,-0.012436,0.0064983,-0.0077608,0.00045545,-0.0045089,-0.0036519,0.0080244,-0.0044234,-0.0010552,-0.0019965,-0.0010397
EAS,CDX,EAS,cdx,-0.19639,0.30446,0.04037,0.075924,0.011478,-0.0039145,0.028421,-0.11034,-0.0042399,-0.010944,0.0072225,-0.0094962,0.0018454,-0.0056651,0.0016896,0.0014883,-0.00048261,0.00024758,-0.0091454,0.0027283
EAS,CDX,EAS,cdx,-0.19366,0.30545,0.039539,0.071515,0.0073152,-0.0039617,0.029253,-0.11195,-0.0011583,-0.012112,0.0032825,-0.011612,-0.00099749,-0.0038304,0.0029195,0.006698,0.0028196,-0.0015236,-0.0029968,-0.00032953
EAS,CDX,EAS,cdx,-0.19635,0.30492,0.043409,0.075188,0.0066036,-0.0018254,0.03534,-0.11405,-0.001078,-0.018985,0.0031737,-0.0063214,-0.00089875,-0.0016997,-0.0021654,0.0086982,-0.00028766,0.0049917,-0.0010337,-0.0018826
EAS,CDX,EAS,cdx,-0.19624,0.30921,0.044012,0.071124,0.0090812,-0.00086336,0.030191,-0.11367,-0.0028983,-0.0097629,0.0043425,-0.0062246,0.0095713,-0.0098637,-0.0015385,0.0016284,0.0068012,0.0036991,-0.0018837,-0.0053637
EAS,CDX,EAS,cdx,-0.19589,0.30703,0.042569,0.072527,0.01095,-0.0027102,0.027745,-0.099676,-0.003572,-0.010669,0.0040281,-0.0079357,0.0063546,-0.0049216,-0.00078952,0.0040174,0.0058448,0.0011347,-0.0054471,-0.0001926
EAS,CDX,EAS,cdx,-0.19458,0.30353,0.044254,0.071926,0.0060015,-0.0021142,0.028829,-0.11029,-0.0044451,-0.015839,0.0040937,-0.0079788,-0.0023058,-0.0021541,0.00095828,0.0043483,-0.002218,0.00062785,0.0012035,0.00051286
EAS,CDX,EAS,cdx,-0.19686,0.31278,0.043122,0.076783,0.004021,0.0011362,0.029321,-0.11321,-4.3478e-05,-0.014709,0.0049338,-0.0036851,-0.00017106,-0.0046228,0.0053776,0.00034214,-0.0032617,0.0048516,0.0026155,7.2793e-05
EAS,CDX,EAS,cdx,-0.19394,0.30624,0.048112,0.072433,0.0031965,-0.00024073,0.031354,-0.1158,-0.003489,-0.01547,0.0046066,-0.011337,-0.0022397,-0.0033202,0.00035755,-0.00089095,0.003044,0.0019787,-0.0081242,-0.0050742
EAS,KHV,EAS,khv,-0.19515,0.30187,0.04335,0.06837,0.0048799,-0.00049154,0.025711,-0.081245,-0.0025054,-0.0075534,0.0030276,-0.0034482,-0.00082958,-0.0049071,-0.0069105,0.00017918,-0.0032096,0.0055941,-0.0039432,0.0002911
EAS,KHV,EAS,khv,-0.19475,0.29956,0.043357,0.071189,0.0068826,-0.0023324,0.025762,-0.091413,-0.0017998,-0.012744,0.0017614,-0.006432,-0.0044724,-0.0085673,0.0023664,0.0016966,-0.004632,0.00098633,-0.0047838,-0.0028571
EAS,KHV,EAS,khv,-0.19243,0.29658,0.044592,0.068118,0.0060179,0.00083873,0.022438,-0.092232,0.002386,-0.0094987,0.0053405,-0.011038,0.0039103,-0.0012811,0.0034675,0.0026958,0.0049596,0.0051339,-0.004558,-0.002402
EAS,KHV,EAS,khv,-0.19536,0.3012,0.042117,0.069163,0.0084719,0.00023606,0.025296,-0.093731,0.00017838,-0.011178,0.0076406,-0.00601,-0.003122,-0.00445,0.004472,0.0050009,4.9791e-05,-0.001584,0.0015368,0.0009528
EAS,KHV,EAS,khv,-0.19321,0.2979,0.04115,0.068468,0.0022553,0.0018076,0.026597,-0.087428,-0.0020623,-0.012765,0.0050229,-0.0064359,0.0020425,0.0023846,0.0011342,0.0033412,-0.00024824,0.0056873,-0.0064517,-6.5553e-06
EAS,KHV,EAS,khv,-0.197,0.29927,0.042392,0.065399,0.0074012,-0.00037348,0.019549,-0.09016,0.0012016,-0.010826,0.0061259,-0.0090561,0.0013427,-0.003297,0.0014457,0.0021204,0.0016477,0.001274,-0.0039727,0.0064329
EAS,KHV,EAS,khv,-0.19221,0.29816,0.045122,0.064445,0.0059644,-0.0017501,0.024254,-0.091137,0.00052401,-0.014058,0.0026467,-0.0038609,0.0021333,-0.0038988,0.0022947,0.0013543,0.0031813,0.004007,-0.0053281,-0.0016695
EAS,KHV,EAS,khv,-0.19568,0.29574,0.042653,0.062722,0.0007791,-0.0028422,0.022173,-0.097391,-0.002691,-0.012748,0.0051438,-0.0051043,0.00012128,-0.0041844,0.0003614,0.0075301,-0.0033123,0.0047041,-0.0022494,0.00012112
EAS,KHV,EAS,khv,-0.19313,0.30311,0.043954,0.065872,0.0026085,-0.0022226,0.021472,-0.087134,-0.0019421,-0.011304,0.0039426,-0.0056978,0.0022998,-0.0059157,-0.0012886,0.0020815,0.0045553,-0.002368,0.00030276,-0.0010595
EAS,KHV,EAS,khv,-0.19539,0.29303,0.048808,0.063951,0.0072186,-0.00010602,0.027726,-0.099602,-0.00041092,-0.0084751,0.0051348,-0.0070868,-0.0014311,-0.0024142,-0.0039913,0.0022214,-0.006494,0.0037863,0.0023002,0.003284
EAS,KHV,EAS,khv,-0.19531,0.29832,0.033674,0.06651,0.010038,0.0006045,0.019579,-0.084442,-0.00055754,-0.0092804,0.00027578,-0.0071597,0.005249,-8.4285e-05,0.0023797,0.0027691,-0.00083974,0.0017439,-0.003807,0.00081399
EAS,KHV,EAS,khv,-0.19509,0.30648,0.03731,0.066704,0.0056538,-0.0033763,0.027834,-0.093364,-0.0018792,-0.014789,0.0037022,-0.002773,0.0024331,0.00039251,0.00056515,6.7852e-05,0.0043903,0.0015817,-0.001105,-0.0015327
EAS,KHV,EAS,khv,-0.19558,0.29911,0.04336,0.066625,0.0042117,-0.0019874,0.024634,-0.087839,-0.001766,-0.010835,0.0015804,-0.0060196,0.00026056,-0.0057321,0.002104,-0.0033025,-0.0034329,0.0061194,-0.0067757,0.0036042
EAS,KHV,EAS,khv,-0.19413,0.29784,0.044179,0.0662,0.004138,-0.0029081,0.028635,-0.097399,-0.0056261,-0.010141,0.003408,-0.0035358,0.0028564,-0.0055181,0.0017687,0.00047657,0.0030002,0.0015044,0.0026835,0.0033051
EAS,KHV,EAS,khv,-0.19046,0.29578,0.042127,0.065479,0.0066689,-0.0031139,0.024292,-0.086534,-0.0017263,-0.010951,0.0057992,-0.0044824,0.0017508,-0.0068937,0.0016269,0.0015898,-0.0014031,0.0048223,-0.002364,-0.0026731
EAS,KHV,EAS,khv,-0.19375,0.30072,0.043186,0.066429,0.0058029,0.0010503,0.022991,-0.094444,-0.0035908,-0.0072331,0.0023225,-0.0065979,0.0022647,-0.0029485,-0.0002753,-0.0015586,-0.00096909,0.0073678,-0.0017849,-0.00080712
EAS,KHV,EAS,khv,-0.19386,0.30251,0.046156,0.068161,0.0070408,0.0031437,0.026894,-0.093753,-0.0019381,-0.008548,0.0052303,-0.0043525,0.0040356,-0.0055074,-0.00207,-0.00055797,0.0018938,0.0051572,0.0013353,-0.0052402
EAS,KHV,EAS,khv,-0.1988,0.30553,0.041399,0.073328,0.0069684,0.00067459,0.021125,-0.091706,-0.0015068,-0.0096502,0.0047039,8.8312e-05,0.00027122,-0.0073959,0.0049049,0.00016542,4.7153e-05,0.0051883,-0.0029749,-0.0016475
EAS,KHV,EAS,khv,-0.1944,0.30424,0.039767,0.068223,0.0082591,-1.8986e-05,0.028459,-0.1051,-0.00070734,-0.011601,0.0068366,-0.0072689,0.00066941,-0.0070592,-0.0029737,-0.0013412,0.0035412,0.012508,-0.0043951,7.4184e-05
EAS,KHV,EAS,khv,-0.19426,0.29935,0.043694,0.068073,0.0032588,0.0012632,0.018608,-0.083153,-0.0036863,-0.0082158,0.0023566,-0.0063213,-6.524e-05,-0.0020127,-0.0017299,-0.00032122,-0.0012705,-0.0013268,0.0031501,-0.0048348
EAS,KHV,EAS,khv,-0.1943,0.29789,0.047461,0.066488,0.0082772,-0.0022203,0.018979,-0.082688,-0.0041583,-0.013353,0.0044581,-0.0078198,-0.002717,-0.0010777,0.0027986,0.0048728,6.2658e-05,-0.0046648,-0.0010182,0.0042678
EAS,KHV,EAS,khv,-0.19732,0.30071,0.038173,0.064658,0.0078907,-0.0049369,0.024142,-0.090583,0.0011098,-0.01017,0.0046967,-0.0061766,0.0048653,-0.0078393,-0.00035,0.00097068,0.001546,0.0071411,0.0039401,-0.0037949
EAS,KHV,EAS,khv,-0.19587,0.30027,0.043617,0.06615,0.004735,-0.0024465,0.025067,-0.085981,-0.0015103,-0.0116,0.0039866,-0.0052475,-7.0028e-05,0.0034048,-0.0012208,0.002065,-0.0014959,0.007667,0.0037798,-0.0028709
EAS,KHV,EAS,khv,-0.1942,0.30043,0.044656,0.071546,0.0050402,0.00059872,0.025106,-0.094168,-0.0018018,-0.01206,0.0023525,-0.008153,0.0031561,-0.0035976,-0.0043777,0.0021599,-0.0062774,0.001304,0.0011974,-0.0013023
EAS,KHV,EAS,khv,-0.19293,0.29276,0.041891,0.064902,0.0013339,-0.00079787,0.024226,-0.094695,-0.0025923,-0.0080457,0.0055004,-0.0020116,0.0036438,-0.0049339,-0.0011949,0.0031578,0.0019898,0.0041594,-0.0014907,-0.0034391
EAS,KHV,EAS,khv,-0.19437,0.29805,0.040044,0.065786,0.0036392,0.00086946,0.026009,-0.088521,-0.00038255,-0.013066,0.0045122,-0.0031858,0.0019114,-0.001572,0.0029366,-0.0035762,0.0029075,0.0029857,0.0038026,-0.0021037
EAS,KHV,EAS,khv,-0.19734,0.30171,0.0431,0.068166,0.0031248,-0.00039752,0.025722,-0.10233,-0.0025235,-0.0079968,0.001751,-0.0053839,0.001797,-0.0016975,-0.001427,-0.00028768,0.0019994,-0.0058087,0.00063681,-0.0029199
EAS,KHV,EAS,khv,-0.1948,0.30018,0.039184,0.071965,0.010981,-0.00052278,0.021713,-0.098394,0.00043564,-0.010873,0.0054293,-0.013786,-0.00070824,0.0014948,0.00067048,-0.00014361,0.00044178,0.0036987,-0.0034758,-0.0060005
EAS,KHV,EAS,khv,-0.19256,0.29918,0.038822,0.069431,0.003473,0.0012675,0.02585,-0.092013,-0.0046545,-0.010999,0.0024924,-0.0021211,0.00032864,-0.0079167,-0.00015917,0.001817,0.0032375,0.0033643,-0.0047578,0.0013804
EAS,KHV,EAS,khv,-0.19463,0.299,0.045125,0.064655,0.0067431,-0.0038052,0.023688,-0.097057,-0.0032323,-0.0097869,0.0051629,-0.0028464,-0.00042328,-0.00275,-0.00086763,-0.0050093,0.004858,0.0047206,-0.0020159,0.0041324
EAS,KHV,EAS,khv,-0.19386,0.29754,0.039187,0.063828,0.00087199,0.0027308,0.01833,-0.075842,-0.0017345,-0.01175,0.0066055,-0.011954,-0.0024607,-0.0057199,-0.0010047,0.0059992,0.0032509,-0.0032273,-0.00030382,0.0061656
EAS,KHV,EAS,khv,-0.19372,0.29804,0.041746,0.070488,0.00087911,0.0010506,0.025884,-0.09009,3.6767e-05,-0.0077122,0.0048339,-0.0023431,0.001922,-0.0032877,-0.00077381,-0.0010006,-0.0019752,0.006234,0.0013849,0.0009381
EAS,KHV,EAS,khv,-0.19509,0.29715,0.039789,0.065997,0.0061203,-0.0007891,0.025509,-0.086107,-0.00096429,-0.0068866,0.0063674,-0.0079324,0.003857,-0.00045489,-0.001001,0.0047721,0.0055406,0.0015402,0.0050276,-0.0012303
EAS,KHV,EAS,khv,-0.19546,0.2961,0.039868,0.067532,0.0044407,0.00049253,0.020651,-0.088671,-0.0038544,-0.013821,0.0048186,-0.001924,0.0017257,-0.0030109,-0.0010947,0.0039267,0.0028211,0.0095433,-0.0029691,0.0001744
AFR,ACB,AFR,acb,0.39694,0.013032,-0.0023571,0.010126,0.0061648,-0.024258,-0.0085584,-0.0038343,-0.018917,-0.00243,-0.024617,-0.0075793,0.00068871,0.0046128,0.0021202,-0.0016313,-0.0024883,-0.0016268,-0.0051005,0.0023085
AFR,ACB,AFR,acb,0.21043,0.017977,0.047448,-0.054914,0.0022176,-0.015876,-0.012858,-0.014395,-0.021629,0.02582,-0.020214,-0.0043216,0.0071931,0.0021798,-0.0062236,0.010851,-0.0065395,0.007517,0.0064654,0.0074732
AFR,ACB,AFR,acb,0.31427,0.018462,0.021166,-0.018789,0.0038274,-0.019792,-0.012048,-0.0091615,-0.025342,0.014007,-0.020696,-0.0059104,0.0052744,0.0048243,-0.0011517,0.0057993,-0.0060086,0.0029603,-0.002568,0.0060608
AFR,ACB,AFR,acb,0.47111,0.048559,-0.0019785,0.0030894,0.0028374,-0.017123,-0.013699,-0.0010758,-0.027457,0.00089488,-0.034559,-0.0051496,0.01701,0.0028582,-0.00090123,-0.0039041,-0.0056234,0.0024614,0.0051942,0.0013727
AFR,ACB,AFR,acb,0.40157,0.015664,-0.0022634,0.013566,0.0066945,-0.02594,-0.014161,-0.0063505,-0.019139,0.0026898,-0.031792,-0.010428,0.0023145,-0.0030455,-0.0057524,-0.0014239,-0.001986,-0.0049787,-0.0007655,-0.0048859
AFR,ACB,AFR,acb,0.44583,0.028921,-0.0089261,0.0062875,0.0042662,-0.017049,-0.0098677,-0.0036011,-0.02196,-0.0016135,-0.024291,-0.0036101,0.0017718,0.00018311,-0.0056388,0.0031999,-0.0067797,0.0042234,-0.00022576,0.0019202
AFR,ACB,AFR,acb,0.45417,0.035469,-0.0071128,0.0060293,0.0046167,-0.02119,-0.010358,-0.0033713,-0.019711,-0.0027966,-0.023385,-0.003518,-0.0037804,-0.0027734,-0.0060012,0.0060065,-0.0063822,0.0073068,-0.00088164,-0.0071156
AFR,ACB,AFR,acb,0.41729,0.021931,-0.0059475,0.0057116,0.00064555,-0.026553,-0.011132,0.0015858,-0.014728,-0.0020102,-0.030147,-5.3481e-06,0.011423,-0.0017629,-0.0071812,0.00026333,0.0019241,-0.0069761,0.0025753,0.0061594
